Identificacion,Tratamiento,Grupo,Grupo_Tratamiento,Identicacion Unica,Consumo Bal (gr) dia1,Consumo Bal (gr) dia2,Consumo Bal (gr) dia3,Consumo Bal (gr) dia4,Consumo Bal (gr) dia5,Consumo Bal (gr) dia6,Consumo Bal (gr) dia7,Consumo Bal (gr) dia8,Consumo Bal (gr) dia9,Consumo Bal (gr) dia10,Consumo Bal (gr) dia11,Consumo Bal (gr) dia12,Consumo Bal (gr) dia13,Consumo Bal (gr) dia14,Consumo Bal (gr) dia15,Consumo Bal (gr) dia16,Consumo Bal (gr) dia17,Consumo Bal (gr) dia18,Consumo Bal (gr) dia19,Consumo Bal (gr) dia20,Consumo Bal (gr) dia21,Consumo Bal (gr) dia22,Consumo Bal (gr) dia23,Consumo Bal (gr) dia24,Consumo Bal (gr) dia25,Consumo Bal (gr) dia26,Consumo Bal (gr) dia27,Consumo Bal (gr) dia28,Consumo Bal (gr) dia29,Consumo Bal (gr) dia30,Consumo Bal (gr) dia31,Consumo Bal (gr) dia32,Consumo Bal (gr) dia33,Consumo Bal (gr) dia34,Consumo Bal (gr) dia35,Consumo Bal (gr) dia36,Consumo Bal (gr) dia37,Consumo Bal (gr) dia38,Consumo Bal (gr) dia39,Consumo Bal (gr) dia40,Consumo Bal (gr) dia41,Consumo Bal (gr) dia42,Consumo Bal (gr) dia43,Consumo Bal (gr) dia44,Consumo Bal (gr) dia45,Consumo Bal (gr) dia46,Consumo EP (gr) dia 1,Consumo EP (gr) dia 2,Consumo EP (gr) dia 3,Consumo EP (gr) dia 4,Consumo EP (gr) dia 5,Consumo EP (gr) dia 6,Consumo EP (gr) dia 7,Consumo EP (gr) dia 8,Consumo EP (gr) dia 9,Consumo EP (gr) dia 10,Consumo EP (gr) dia 11,Consumo EP (gr) dia 12,Consumo EP (gr) dia 13,Consumo EP (gr) dia 14,Consumo EP (gr) dia 15,Consumo EP (gr) dia 16,Consumo EP (gr) dia 17,Consumo EP (gr) dia 18,Consumo EP (gr) dia 19,Consumo EP (gr) dia 20,Consumo EP (gr) dia 21,Consumo EP (gr) dia 22,Consumo EP (gr) dia 23,Consumo EP (gr) dia 24,Consumo EP (gr) dia 25,Consumo EP (gr) dia 26,Consumo EP (gr) dia 27,Consumo EP (gr) dia 28,Consumo EP (gr) dia 29,Consumo EP (gr) dia 30,Consumo EP (gr) dia 31,Consumo EP (gr) dia 32,Consumo EP (gr) dia 33,Consumo EP (gr) dia 34,Consumo EP (gr) dia 35,Consumo EP (gr) dia 36,Consumo EP (gr) dia 37,Consumo EP (gr) dia 38,Consumo EP (gr) dia 39,Consumo EP (gr) dia 40,Consumo EP (gr) dia 41,Consumo EP (gr) dia 42,Consumo EP (gr) dia 43,Consumo EP (gr) dia 44,Consumo EP (gr) dia 45,Consumo EP (gr) dia 46,Consumo Total (gr) dia1,Consumo Total (gr) dia2,Consumo Total (gr) dia3,Consumo Total (gr) dia4,Consumo Total (gr) dia5,Consumo Total (gr) dia6,Consumo Total (gr) dia7,Consumo Total (gr) dia8,Consumo Total (gr) dia9,Consumo Total (gr) dia10,Consumo Total (gr) dia11,Consumo Total (gr) dia12,Consumo Total (gr) dia13,Consumo Total (gr) dia14,Consumo Total (gr) dia15,Consumo Total (gr) dia16,Consumo Total (gr) dia17,Consumo Total (gr) dia18,Consumo Total (gr) dia19,Consumo Total (gr) dia20,Consumo Total (gr) dia21,Consumo Total (gr) dia22,Consumo Total (gr) dia23,Consumo Total (gr) dia24,Consumo Total (gr) dia25,Consumo Total (gr) dia26,Consumo Total (gr) dia27,Consumo Total (gr) dia28,Consumo Total (gr) dia29,Consumo Total (gr) dia30,Consumo Total (gr) dia31,Consumo Total (gr) dia32,Consumo Total (gr) dia33,Consumo Total (gr) dia34,Consumo Total (gr) dia35,Consumo Total (gr) dia36,Consumo Total (gr) dia37,Consumo Total (gr) dia38,Consumo Total (gr) dia39,Consumo Total (gr) dia40,Consumo Total (gr) dia41,Consumo Total (gr) dia42,Consumo Total (gr) dia43,Consumo Total (gr) dia44,Consumo Total (gr) dia45,Consumo Total (gr) dia46,Peso dia 1,Peso dia 8,Peso dia 15,Peso dia 22,Peso dia 29,Peso dia 36,Peso dia 43,Peso dia 46,Ganancia de Peso dia1-8,Ganancia de Peso dia9-15,Ganancia de Peso dia16-22,Ganancia de Peso dia23-29,Ganancia de Peso dia30-36,Ganancia de Peso dia37-43,Ganancia de Peso dia44-46,CA dia1-8,CA dia9-15,CA dia16-22,CA dia23-29,CA dia30-36,CA dia37-43,CA dia44-46,Ganancia de Peso Diaria dia1-8,Ganancia de Peso Diaria dia9-15,Ganancia de Peso Diaria dia16-22,Ganancia de Peso Diaria dia23-29,Ganancia de Peso Diaria dia30-36,Ganancia de Peso Diaria dia37-43,Ganancia de Peso Diaria dia44-46
28,T2,2,T22,28T22,13.625,17.8125,23.0625,24.125,35.9375,29.755125,35.189375,39.171875,42.83,47.10125,52.89375,57.048125,62.60625,67.404375,74.01625,79.80875,85.48375,91.335,96.30875,103.095625,108.888125,114.973125,120.64875,126.675,131.7075,138.085,143.936875,149.260625,155.111875,160.14375,165.35125,169.915,176.116875,178.51625,184.77625,185.1275,187.585,193.201875,195.718125,198.2925,198.935625,189.164375,192.675625,194.664375,197.005625,204.786875,0,0,0,0,0,1.8225,2.17875,2.4525,2.745,3.01875,3.39,3.65625,4.0125,4.32,4.74375,5.115,5.47875,5.85375,6.1725,6.6075,6.97875,7.36875,7.7325,8.11875,8.44125,8.85,9.225,9.56625,9.94125,10.26375,10.5975,10.89,11.2875,11.44125,11.8425,11.865,12.0225,12.3825,12.54375,12.70875,12.75,12.12375,12.34875,12.47625,12.62625,13.125,13.625,17.8125,23.0625,24.125,35.9375,31.577625,37.368125,41.624375,45.575,50.12,56.28375,60.704375,66.61875,71.724375,78.76,84.92375,90.9625,97.18875,102.48125,109.703125,115.866875,122.341875,128.38125,134.79375,140.14875,146.935,153.161875,158.826875,165.053125,170.4075,175.94875,180.805,187.404375,189.9575,196.61875,196.9925,199.6075,205.584375,208.261875,211.00125,211.685625,201.288125,205.024375,207.140625,209.631875,217.911875,37,188,403,844,1480,2340,2960,3220,151,215,441,636,860,620,260,1.490944536,1.999005814,1.64051729,1.615252555,1.509458576,2.326537298,2.44109375,21.57142857,30.71428571,63,90.85714286,122.8571429,88.57142857,86.66666667
29,T2,2,T22,29T22,13.625,17.8125,23.0625,24.125,35.9375,29.755125,35.189375,39.171875,42.83,47.10125,52.89375,57.048125,62.60625,67.404375,74.01625,79.80875,85.48375,91.335,96.30875,103.095625,108.888125,114.973125,120.64875,126.675,131.7075,138.085,143.936875,149.260625,155.111875,160.14375,165.35125,169.915,176.116875,178.51625,184.77625,185.1275,187.585,193.201875,195.718125,198.2925,198.935625,189.164375,192.675625,194.664375,197.005625,204.786875,0,0,0,0,0,1.8225,2.17875,2.4525,2.745,3.01875,3.39,3.65625,4.0125,4.32,4.74375,5.115,5.47875,5.85375,6.1725,6.6075,6.97875,7.36875,7.7325,8.11875,8.44125,8.85,9.225,9.56625,9.94125,10.26375,10.5975,10.89,11.2875,11.44125,11.8425,11.865,12.0225,12.3825,12.54375,12.70875,12.75,12.12375,12.34875,12.47625,12.62625,13.125,13.625,17.8125,23.0625,24.125,35.9375,31.577625,37.368125,41.624375,45.575,50.12,56.28375,60.704375,66.61875,71.724375,78.76,84.92375,90.9625,97.18875,102.48125,109.703125,115.866875,122.341875,128.38125,134.79375,140.14875,146.935,153.161875,158.826875,165.053125,170.4075,175.94875,180.805,187.404375,189.9575,196.61875,196.9925,199.6075,205.584375,208.261875,211.00125,211.685625,201.288125,205.024375,207.140625,209.631875,217.911875,39,224,505,961,1620,2280,2820,3200,185,281,456,659,660,540,380,1.216933108,1.529488434,1.586552906,1.558878035,1.966870265,2.671209491,1.670222039,26.42857143,40.14285714,65.14285714,94.14285714,94.28571429,77.14285714,126.6666667
30,T2,2,T22,30T22,13.625,17.8125,23.0625,24.125,35.9375,29.755125,35.189375,39.171875,42.83,47.10125,52.89375,57.048125,62.60625,67.404375,74.01625,79.80875,85.48375,91.335,96.30875,103.095625,108.888125,114.973125,120.64875,126.675,131.7075,138.085,143.936875,149.260625,155.111875,160.14375,165.35125,169.915,176.116875,178.51625,184.77625,185.1275,187.585,193.201875,195.718125,198.2925,198.935625,189.164375,192.675625,194.664375,197.005625,204.786875,0,0,0,0,0,1.8225,2.17875,2.4525,2.745,3.01875,3.39,3.65625,4.0125,4.32,4.74375,5.115,5.47875,5.85375,6.1725,6.6075,6.97875,7.36875,7.7325,8.11875,8.44125,8.85,9.225,9.56625,9.94125,10.26375,10.5975,10.89,11.2875,11.44125,11.8425,11.865,12.0225,12.3825,12.54375,12.70875,12.75,12.12375,12.34875,12.47625,12.62625,13.125,13.625,17.8125,23.0625,24.125,35.9375,31.577625,37.368125,41.624375,45.575,50.12,56.28375,60.704375,66.61875,71.724375,78.76,84.92375,90.9625,97.18875,102.48125,109.703125,115.866875,122.341875,128.38125,134.79375,140.14875,146.935,153.161875,158.826875,165.053125,170.4075,175.94875,180.805,187.404375,189.9575,196.61875,196.9925,199.6075,205.584375,208.261875,211.00125,211.685625,201.288125,205.024375,207.140625,209.631875,217.911875,35,189,371,908,1300,1980,2740,3020,154,182,537,392,680,760,280,1.461900162,2.361462912,1.347240456,2.62066486,1.90902114,1.897964638,2.266729911,22,26,76.71428571,56,97.14285714,108.5714286,93.33333333
31,T2,2,T22,31T22,13.625,17.8125,23.0625,24.125,35.9375,29.755125,35.189375,39.171875,42.83,47.10125,52.89375,57.048125,62.60625,67.404375,74.01625,79.80875,85.48375,91.335,96.30875,103.095625,108.888125,114.973125,120.64875,126.675,131.7075,138.085,143.936875,149.260625,155.111875,160.14375,165.35125,169.915,176.116875,178.51625,184.77625,185.1275,187.585,193.201875,195.718125,198.2925,198.935625,189.164375,192.675625,194.664375,197.005625,204.786875,0,0,0,0,0,1.8225,2.17875,2.4525,2.745,3.01875,3.39,3.65625,4.0125,4.32,4.74375,5.115,5.47875,5.85375,6.1725,6.6075,6.97875,7.36875,7.7325,8.11875,8.44125,8.85,9.225,9.56625,9.94125,10.26375,10.5975,10.89,11.2875,11.44125,11.8425,11.865,12.0225,12.3825,12.54375,12.70875,12.75,12.12375,12.34875,12.47625,12.62625,13.125,13.625,17.8125,23.0625,24.125,35.9375,31.577625,37.368125,41.624375,45.575,50.12,56.28375,60.704375,66.61875,71.724375,78.76,84.92375,90.9625,97.18875,102.48125,109.703125,115.866875,122.341875,128.38125,134.79375,140.14875,146.935,153.161875,158.826875,165.053125,170.4075,175.94875,180.805,187.404375,189.9575,196.61875,196.9925,199.6075,205.584375,208.261875,211.00125,211.685625,201.288125,205.024375,207.140625,209.631875,217.911875,33,216,470,964,1620,2220,2980,3220,183,254,494,656,600,760,240,1.230232923,1.69207185,1.464510374,1.56600705,2.163557292,1.897964638,2.644518229,26.14285714,36.28571429,70.57142857,93.71428571,85.71428571,108.5714286,80
32,T2,2,T22,32T22,13.625,17.8125,23.0625,24.125,35.9375,29.755125,35.189375,39.171875,42.83,47.10125,52.89375,57.048125,62.60625,67.404375,74.01625,79.80875,85.48375,91.335,96.30875,103.095625,108.888125,114.973125,120.64875,126.675,131.7075,138.085,143.936875,149.260625,155.111875,160.14375,165.35125,169.915,176.116875,178.51625,184.77625,185.1275,187.585,193.201875,195.718125,198.2925,198.935625,189.164375,192.675625,194.664375,197.005625,204.786875,0,0,0,0,0,1.8225,2.17875,2.4525,2.745,3.01875,3.39,3.65625,4.0125,4.32,4.74375,5.115,5.47875,5.85375,6.1725,6.6075,6.97875,7.36875,7.7325,8.11875,8.44125,8.85,9.225,9.56625,9.94125,10.26375,10.5975,10.89,11.2875,11.44125,11.8425,11.865,12.0225,12.3825,12.54375,12.70875,12.75,12.12375,12.34875,12.47625,12.62625,13.125,13.625,17.8125,23.0625,24.125,35.9375,31.577625,37.368125,41.624375,45.575,50.12,56.28375,60.704375,66.61875,71.724375,78.76,84.92375,90.9625,97.18875,102.48125,109.703125,115.866875,122.341875,128.38125,134.79375,140.14875,146.935,153.161875,158.826875,165.053125,170.4075,175.94875,180.805,187.404375,189.9575,196.61875,196.9925,199.6075,205.584375,208.261875,211.00125,211.685625,201.288125,205.024375,207.140625,209.631875,217.911875,31,212,508,987,1960,2760,3280,3500,181,296,479,973,800,520,220,1.243826657,1.451980574,1.510371868,1.055807425,1.622667969,2.773948317,2.884928977,25.85714286,42.28571429,68.42857143,139,114.2857143,74.28571429,73.33333333
1,T3,1,T31,1T31,13,17,21,23,27,29.125,32.13625,31.185,34.65,37.675,41.91,46.75,52.58,53.405,58.08,64.9,67.485,71.995,76.34,81.125,86.02,90.64,98.395,103.95,106.26,109.175,141.9,68.2,121.66,126.39,130.295,136.785,139.7,142.835,151.085,151.47,152.075,155.045,158.07,160.875,164.12,166.485,169.565,177.21,176.825,175.78,0,0,0,0,0,0.90125,2.05125,4.2525,4.725,5.1375,5.715,6.375,7.17,7.2825,7.92,8.85,9.2025,9.8175,10.41,11.0625,11.73,12.36,13.4175,14.175,14.49,14.8875,19.35,9.3,16.59,17.235,17.7675,18.6525,19.05,19.4775,20.6025,20.655,20.7375,21.1425,21.555,21.9375,22.38,22.7025,23.1225,24.165,24.1125,23.97,13,17,21,23,27,30.02625,34.1875,35.4375,39.375,42.8125,47.625,53.125,59.75,60.6875,66,73.75,76.6875,81.8125,86.75,92.1875,97.75,103,111.8125,118.125,120.75,124.0625,161.25,77.5,138.25,143.625,148.0625,155.4375,158.75,162.3125,171.6875,172.125,172.8125,176.1875,179.625,182.8125,186.5,189.1875,192.6875,201.375,200.9375,199.75,38,179,414,702,1560,2260,3080,3280,141,235,288,858,700,820,200,1.423058511,1.571808511,2.124782986,0.992715618,1.588571429,1.560746951,3.0103125,20.14285714,33.57142857,41.14285714,122.5714286,100,117.1428571,66.66666667
2,T3,1,T31,2T31,13,17,21,23,27,29.125,32.13625,31.185,34.65,37.675,41.91,46.75,52.58,53.405,58.08,64.9,67.485,71.995,76.34,81.125,86.02,90.64,98.395,103.95,106.26,109.175,141.9,68.2,121.66,126.39,130.295,136.785,139.7,142.835,151.085,151.47,152.075,155.045,158.07,160.875,164.12,166.485,169.565,177.21,176.825,175.78,0,0,0,0,0,0.90125,2.05125,4.2525,4.725,5.1375,5.715,6.375,7.17,7.2825,7.92,8.85,9.2025,9.8175,10.41,11.0625,11.73,12.36,13.4175,14.175,14.49,14.8875,19.35,9.3,16.59,17.235,17.7675,18.6525,19.05,19.4775,20.6025,20.655,20.7375,21.1425,21.555,21.9375,22.38,22.7025,23.1225,24.165,24.1125,23.97,13,17,21,23,27,30.02625,34.1875,35.4375,39.375,42.8125,47.625,53.125,59.75,60.6875,66,73.75,76.6875,81.8125,86.75,92.1875,97.75,103,111.8125,118.125,120.75,124.0625,161.25,77.5,138.25,143.625,148.0625,155.4375,158.75,162.3125,171.6875,172.125,172.8125,176.1875,179.625,182.8125,186.5,189.1875,192.6875,201.375,200.9375,199.75,37,216,530,981,1440,2300,3160,3400,179,314,451,459,860,860,240,1.120956704,1.176353503,1.356845898,1.855664488,1.293023256,1.48815407,2.50859375,25.57142857,44.85714286,64.42857143,65.57142857,122.8571429,122.8571429,80
3,T3,1,T31,3T31,13,17,21,23,27,29.125,32.13625,31.185,34.65,37.675,41.91,46.75,52.58,53.405,58.08,64.9,67.485,71.995,76.34,81.125,86.02,90.64,98.395,103.95,106.26,109.175,141.9,68.2,121.66,126.39,130.295,136.785,139.7,142.835,151.085,151.47,152.075,155.045,158.07,160.875,164.12,166.485,169.565,177.21,176.825,175.78,0,0,0,0,0,0.90125,2.05125,4.2525,4.725,5.1375,5.715,6.375,7.17,7.2825,7.92,8.85,9.2025,9.8175,10.41,11.0625,11.73,12.36,13.4175,14.175,14.49,14.8875,19.35,9.3,16.59,17.235,17.7675,18.6525,19.05,19.4775,20.6025,20.655,20.7375,21.1425,21.555,21.9375,22.38,22.7025,23.1225,24.165,24.1125,23.97,13,17,21,23,27,30.02625,34.1875,35.4375,39.375,42.8125,47.625,53.125,59.75,60.6875,66,73.75,76.6875,81.8125,86.75,92.1875,97.75,103,111.8125,118.125,120.75,124.0625,161.25,77.5,138.25,143.625,148.0625,155.4375,158.75,162.3125,171.6875,172.125,172.8125,176.1875,179.625,182.8125,186.5,189.1875,192.6875,201.375,200.9375,199.75,33,207,450,861,1500,2100,2680,3090,174,243,411,639,600,580,410,1.153168103,1.520061728,1.488899027,1.332942097,1.853333333,2.206573276,1.468445122,24.85714286,34.71428571,58.71428571,91.28571429,85.71428571,82.85714286,136.6666667
4,T3,1,T31,4T31,13,17,21,23,27,29.125,32.13625,31.185,34.65,37.675,41.91,46.75,52.58,53.405,58.08,64.9,67.485,71.995,76.34,81.125,86.02,90.64,98.395,103.95,106.26,109.175,141.9,68.2,121.66,126.39,130.295,136.785,139.7,142.835,151.085,151.47,152.075,155.045,158.07,160.875,164.12,166.485,169.565,177.21,176.825,175.78,0,0,0,0,0,0.90125,2.05125,4.2525,4.725,5.1375,5.715,6.375,7.17,7.2825,7.92,8.85,9.2025,9.8175,10.41,11.0625,11.73,12.36,13.4175,14.175,14.49,14.8875,19.35,9.3,16.59,17.235,17.7675,18.6525,19.05,19.4775,20.6025,20.655,20.7375,21.1425,21.555,21.9375,22.38,22.7025,23.1225,24.165,24.1125,23.97,13,17,21,23,27,30.02625,34.1875,35.4375,39.375,42.8125,47.625,53.125,59.75,60.6875,66,73.75,76.6875,81.8125,86.75,92.1875,97.75,103,111.8125,118.125,120.75,124.0625,161.25,77.5,138.25,143.625,148.0625,155.4375,158.75,162.3125,171.6875,172.125,172.8125,176.1875,179.625,182.8125,186.5,189.1875,192.6875,201.375,200.9375,199.75,35,196,421,880,1820,2640,3340,3860,161,225,459,940,820,700,520,1.246281056,1.641666667,1.333197168,0.906117021,1.356097561,1.828303571,1.1578125,23,32.14285714,65.57142857,134.2857143,117.1428571,100,173.3333333
5,T3,1,T31,5T31,13,17,21,23,27,29.125,32.13625,31.185,34.65,37.675,41.91,46.75,52.58,53.405,58.08,64.9,67.485,71.995,76.34,81.125,86.02,90.64,98.395,103.95,106.26,109.175,141.9,68.2,121.66,126.39,130.295,136.785,139.7,142.835,151.085,151.47,152.075,155.045,158.07,160.875,164.12,166.485,169.565,177.21,176.825,175.78,0,0,0,0,0,0.90125,2.05125,4.2525,4.725,5.1375,5.715,6.375,7.17,7.2825,7.92,8.85,9.2025,9.8175,10.41,11.0625,11.73,12.36,13.4175,14.175,14.49,14.8875,19.35,9.3,16.59,17.235,17.7675,18.6525,19.05,19.4775,20.6025,20.655,20.7375,21.1425,21.555,21.9375,22.38,22.7025,23.1225,24.165,24.1125,23.97,13,17,21,23,27,30.02625,34.1875,35.4375,39.375,42.8125,47.625,53.125,59.75,60.6875,66,73.75,76.6875,81.8125,86.75,92.1875,97.75,103,111.8125,118.125,120.75,124.0625,161.25,77.5,138.25,143.625,148.0625,155.4375,158.75,162.3125,171.6875,172.125,172.8125,176.1875,179.625,182.8125,186.5,189.1875,192.6875,201.375,200.9375,199.75,31,183,449,916,1520,2160,3080,3380,152,266,467,604,640,920,300,1.320074013,1.38862782,1.310358672,1.410182119,1.7375,1.391100543,2.006875,21.71428571,38,66.71428571,86.28571429,91.42857143,131.4285714,100
6,T3,1,T31,6T31,13,17,21,23,27,29.125,32.13625,31.185,34.65,37.675,41.91,46.75,52.58,53.405,58.08,64.9,67.485,71.995,76.34,81.125,86.02,90.64,98.395,103.95,106.26,109.175,141.9,68.2,121.66,126.39,130.295,136.785,139.7,142.835,151.085,151.47,152.075,155.045,158.07,160.875,164.12,166.485,169.565,177.21,176.825,175.78,0,0,0,0,0,0.90125,2.05125,4.2525,4.725,5.1375,5.715,6.375,7.17,7.2825,7.92,8.85,9.2025,9.8175,10.41,11.0625,11.73,12.36,13.4175,14.175,14.49,14.8875,19.35,9.3,16.59,17.235,17.7675,18.6525,19.05,19.4775,20.6025,20.655,20.7375,21.1425,21.555,21.9375,22.38,22.7025,23.1225,24.165,24.1125,23.97,13,17,21,23,27,30.02625,34.1875,35.4375,39.375,42.8125,47.625,53.125,59.75,60.6875,66,73.75,76.6875,81.8125,86.75,92.1875,97.75,103,111.8125,118.125,120.75,124.0625,161.25,77.5,138.25,143.625,148.0625,155.4375,158.75,162.3125,171.6875,172.125,172.8125,176.1875,179.625,182.8125,186.5,189.1875,192.6875,201.375,200.9375,199.75,44,210,509,960,1420,2160,3040,3280,166,299,451,460,740,880,240,1.20874247,1.235367893,1.356845898,1.851630435,1.502702703,1.454332386,2.50859375,23.71428571,42.71428571,64.42857143,65.71428571,105.7142857,125.7142857,80
7,T3,1,T31,7T31,13,17,21,23,27,29.125,32.13625,31.185,34.65,37.675,41.91,46.75,52.58,53.405,58.08,64.9,67.485,71.995,76.34,81.125,86.02,90.64,98.395,103.95,106.26,109.175,141.9,68.2,121.66,126.39,130.295,136.785,139.7,142.835,151.085,151.47,152.075,155.045,158.07,160.875,164.12,166.485,169.565,177.21,176.825,175.78,0,0,0,0,0,0.90125,2.05125,4.2525,4.725,5.1375,5.715,6.375,7.17,7.2825,7.92,8.85,9.2025,9.8175,10.41,11.0625,11.73,12.36,13.4175,14.175,14.49,14.8875,19.35,9.3,16.59,17.235,17.7675,18.6525,19.05,19.4775,20.6025,20.655,20.7375,21.1425,21.555,21.9375,22.38,22.7025,23.1225,24.165,24.1125,23.97,13,17,21,23,27,30.02625,34.1875,35.4375,39.375,42.8125,47.625,53.125,59.75,60.6875,66,73.75,76.6875,81.8125,86.75,92.1875,97.75,103,111.8125,118.125,120.75,124.0625,161.25,77.5,138.25,143.625,148.0625,155.4375,158.75,162.3125,171.6875,172.125,172.8125,176.1875,179.625,182.8125,186.5,189.1875,192.6875,201.375,200.9375,199.75,33,201,379,584,1160,1960,2760,3300,168,178,205,576,800,800,540,1.194352679,2.075140449,2.985060976,1.478732639,1.39,1.599765625,1.114930556,24,25.42857143,29.28571429,82.28571429,114.2857143,114.2857143,180
8,T3,1,T31,8T31,13,17,21,23,27,29.125,32.13625,31.185,34.65,37.675,41.91,46.75,52.58,53.405,58.08,64.9,67.485,71.995,76.34,81.125,86.02,90.64,98.395,103.95,106.26,109.175,141.9,68.2,121.66,126.39,130.295,136.785,139.7,142.835,151.085,151.47,152.075,155.045,158.07,160.875,164.12,166.485,169.565,177.21,176.825,175.78,0,0,0,0,0,0.90125,2.05125,4.2525,4.725,5.1375,5.715,6.375,7.17,7.2825,7.92,8.85,9.2025,9.8175,10.41,11.0625,11.73,12.36,13.4175,14.175,14.49,14.8875,19.35,9.3,16.59,17.235,17.7675,18.6525,19.05,19.4775,20.6025,20.655,20.7375,21.1425,21.555,21.9375,22.38,22.7025,23.1225,24.165,24.1125,23.97,13,17,21,23,27,30.02625,34.1875,35.4375,39.375,42.8125,47.625,53.125,59.75,60.6875,66,73.75,76.6875,81.8125,86.75,92.1875,97.75,103,111.8125,118.125,120.75,124.0625,161.25,77.5,138.25,143.625,148.0625,155.4375,158.75,162.3125,171.6875,172.125,172.8125,176.1875,179.625,182.8125,186.5,189.1875,192.6875,201.375,200.9375,199.75,36,229,538,988,1840,2560,3480,3940,193,309,450,852,720,920,460,1.039643782,1.19538835,1.359861111,0.999706573,1.544444444,1.391100543,1.308831522,27.57142857,44.14285714,64.28571429,121.7142857,102.8571429,131.4285714,153.3333333
9,T3,1,T31,9T31,13,17,21,23,27,29.125,32.13625,31.185,34.65,37.675,41.91,46.75,52.58,53.405,58.08,64.9,67.485,71.995,76.34,81.125,86.02,90.64,98.395,103.95,106.26,109.175,141.9,68.2,121.66,126.39,130.295,136.785,139.7,142.835,151.085,151.47,152.075,155.045,158.07,160.875,164.12,166.485,169.565,177.21,176.825,175.78,0,0,0,0,0,0.90125,2.05125,4.2525,4.725,5.1375,5.715,6.375,7.17,7.2825,7.92,8.85,9.2025,9.8175,10.41,11.0625,11.73,12.36,13.4175,14.175,14.49,14.8875,19.35,9.3,16.59,17.235,17.7675,18.6525,19.05,19.4775,20.6025,20.655,20.7375,21.1425,21.555,21.9375,22.38,22.7025,23.1225,24.165,24.1125,23.97,13,17,21,23,27,30.02625,34.1875,35.4375,39.375,42.8125,47.625,53.125,59.75,60.6875,66,73.75,76.6875,81.8125,86.75,92.1875,97.75,103,111.8125,118.125,120.75,124.0625,161.25,77.5,138.25,143.625,148.0625,155.4375,158.75,162.3125,171.6875,172.125,172.8125,176.1875,179.625,182.8125,186.5,189.1875,192.6875,201.375,200.9375,199.75,34,216,393,894,1260,2180,2700,3360,182,177,501,366,920,520,660,1.102479396,2.086864407,1.221432136,2.327185792,1.208695652,2.461177885,0.912215909,26,25.28571429,71.57142857,52.28571429,131.4285714,74.28571429,220
10,T3,1,T31,10T31,13,17,21,23,27,29.125,32.13625,31.185,34.65,37.675,41.91,46.75,52.58,53.405,58.08,64.9,67.485,71.995,76.34,81.125,86.02,90.64,98.395,103.95,106.26,109.175,141.9,68.2,121.66,126.39,130.295,136.785,139.7,142.835,151.085,151.47,152.075,155.045,158.07,160.875,164.12,166.485,169.565,177.21,176.825,175.78,0,0,0,0,0,0.90125,2.05125,4.2525,4.725,5.1375,5.715,6.375,7.17,7.2825,7.92,8.85,9.2025,9.8175,10.41,11.0625,11.73,12.36,13.4175,14.175,14.49,14.8875,19.35,9.3,16.59,17.235,17.7675,18.6525,19.05,19.4775,20.6025,20.655,20.7375,21.1425,21.555,21.9375,22.38,22.7025,23.1225,24.165,24.1125,23.97,13,17,21,23,27,30.02625,34.1875,35.4375,39.375,42.8125,47.625,53.125,59.75,60.6875,66,73.75,76.6875,81.8125,86.75,92.1875,97.75,103,111.8125,118.125,120.75,124.0625,161.25,77.5,138.25,143.625,148.0625,155.4375,158.75,162.3125,171.6875,172.125,172.8125,176.1875,179.625,182.8125,186.5,189.1875,192.6875,201.375,200.9375,199.75,45,185,401,944,1360,1860,2600,2920,140,216,543,416,500,740,320,1.433223214,1.710069444,1.126956722,2.047475962,2.224,1.729476351,1.881445313,20,30.85714286,77.57142857,59.42857143,71.42857143,105.7142857,106.6666667
11,T3,1,T31,11T31,13,17,21,23,27,29.125,32.13625,31.185,34.65,37.675,41.91,46.75,52.58,53.405,58.08,64.9,67.485,71.995,76.34,81.125,86.02,90.64,98.395,103.95,106.26,109.175,141.9,68.2,121.66,126.39,130.295,136.785,139.7,142.835,151.085,151.47,152.075,155.045,158.07,160.875,164.12,166.485,169.565,177.21,176.825,175.78,0,0,0,0,0,0.90125,2.05125,4.2525,4.725,5.1375,5.715,6.375,7.17,7.2825,7.92,8.85,9.2025,9.8175,10.41,11.0625,11.73,12.36,13.4175,14.175,14.49,14.8875,19.35,9.3,16.59,17.235,17.7675,18.6525,19.05,19.4775,20.6025,20.655,20.7375,21.1425,21.555,21.9375,22.38,22.7025,23.1225,24.165,24.1125,23.97,13,17,21,23,27,30.02625,34.1875,35.4375,39.375,42.8125,47.625,53.125,59.75,60.6875,66,73.75,76.6875,81.8125,86.75,92.1875,97.75,103,111.8125,118.125,120.75,124.0625,161.25,77.5,138.25,143.625,148.0625,155.4375,158.75,162.3125,171.6875,172.125,172.8125,176.1875,179.625,182.8125,186.5,189.1875,192.6875,201.375,200.9375,199.75,42,179,336,850,1600,2140,2890,3460,137,157,514,750,540,750,570,1.464607664,2.352707006,1.190539883,1.135666667,2.059259259,1.706416667,1.05625,19.57142857,22.42857143,73.42857143,107.1428571,77.14285714,107.1428571,190
